relation	probability	sentence	left_entity	left_entity_tag	left_entity_span	right_entity	right_entity_tag	right_entity_span
TrAP	0.9982	Delivery by cesarean section secondary to twin B breech presentation .	delivery by cesarean section	[TREATMENT]	0_28	twin b breech presentation	[PROBLEM]	42_68
TeRP	0.9986	ETT MIBI 4/14 without e / o ischemia . ?	ett	[TEST]	0_3	ischemia	[PROBLEM]	28_36
TrAP	0.9971	Due to persistent gastric secretions , an nasogastric tube was placed for decompression .	an nasogastric tube	[TREATMENT]	39_58	persistent gastric secretions	[PROBLEM]	7_36
TrIP	0.9702	Likely related to underlying malignancy as well as prerenal component given improvement with gentle hydration .	gentle hydration	[TREATMENT]	93_109	prerenal component	[PROBLEM]	51_69
TeRP	0.9988	The patient &apos;s physical examination revealed a well-developed , well-nourished white female in no apparent distress .	the patient &apos;s physical examination	[TEST]	0_40	apparent distress	[PROBLEM]	103_120
TrAP	0.9991	Can give 40 lasix PO if having any weight gain or shortness of breath .	lasix	[TREATMENT]	12_17	weight gain	[PROBLEM]	35_46
TrNAP	0.9491	In August of 1996 while the patient was at Retelk County Medical Center for replacement of her knees bilaterally , and on preoperative evaluation she was noted to have a high calcium and therefore the surgery was canceled .	the surgery	[TREATMENT]	197_208	a high calcium	[PROBLEM]	168_182
TeRP	0.9989	The biopsy subsequently demonstrated a hyperplastic polyp with acute and chronic inflammation and erosion and reactive epithelial changes but no dysplasia .	the biopsy	[TEST]	0_10	acute and chronic inflammation	[PROBLEM]	63_93
TeRP	0.9985	Follow-up chest CT on October 26 , 1997 at the Ver Medical Center showed multiple pulmonary nodules in abundant number , very small nodes seen in the mediastinum but no hilar adenopathy , no hepatosplenomegaly or adrenal mass was noted .	follow-up chest ct	[TEST]	0_18	hepatosplenomegaly	[PROBLEM]	191_209
PIP	0.9997	He has no JVD , no edema in legs ( other than swelling from DVT ) .	swelling	[PROBLEM]	46_54	dvt	[PROBLEM]	60_63
TeRP	0.9988	Fine needle aspiration on October 23 , 1991 demonstrated atypical cells which occurred singly and in clusters .	fine needle aspiration	[TEST]	0_22	atypical cells	[PROBLEM]	57_71
TeRP	0.9986	On May 12 , 1998 , the patient presented to Pre Health with fever , cough , dyspnea and a chest x-ray revealing a patchy infiltrate in the right lung .	a chest x-ray	[TEST]	88_101	a patchy infiltrate in the right lung	[PROBLEM]	112_149
TeCP	0.6599	His only positive result was a sputum culture for Pseudomonas and this came after he had already been on antibiotics .	a sputum culture	[TEST]	29_45	pseudomonas	[PROBLEM]	50_61
TeRP	0.6038	The patient ruled in for myocardial infarction with a peak CPK of 219 and 20.9% MB fraction .	20.9% mb fraction	[TEST]	74_91	myocardial infarction	[PROBLEM]	25_46
TrAP	0.9989	On POD#1 , Mr. Morton received 2 units of pRBCs for post-op anemia ( Hct 25 ).	prbcs	[TREATMENT]	42_47	post-op anemia	[PROBLEM]	52_66
TeRP	0.9989	CT PELVIS ( 07-17 ) An abnormal loop of slightly dilated small bowel with fecalization and possible bowel wall thickening .	ct pelvis	[TEST]	0_9	slightly dilated small bowel	[PROBLEM]	40_68
TeRP	0.9989	A computerized tomography scan done on 4/16/95 showed a large &quot; pseudocyst &quot; .	a computerized tomography scan	[TEST]	0_30	a large &quot; pseudocyst &quot;	[PROBLEM]	54_86
PIP	0.9997	On arrival a chest x-ray showed perihilar and bibasilar opacities , which appeared conistent with pulmonary edema but also possibly consistent with a pneumonia .	perihilar and bibasilar opacities	[PROBLEM]	32_65	pulmonary edema	[PROBLEM]	98_113
PIP	0.9997	IMPRESSION : Abnormal portable EEG due to the bursts of generalized slowing and additional left-sided slowing and voltage dimunition , along with some slowing of the background .	abnormal portable eeg	[PROBLEM]	13_34	voltage dimunition	[PROBLEM]	114_132
TrAP	0.9988	3. Acetic acid 0.25% wet-to-dry dressing changes q. day for his left foot ulcer .	acetic acid	[TREATMENT]	3_14	his left foot ulcer	[PROBLEM]	60_79
TeRP	0.9970	Clear to auscultation bilaterally , no wheezes , rales , or rhonchi .	auscultation bilaterally	[TEST]	9_33	rhonchi	[PROBLEM]	60_67
TrAP	0.9992	Please continue to take antibiotics as directed for urinary tract infection for 3 more days .	antibiotics	[TREATMENT]	24_35	urinary tract infection	[PROBLEM]	52_75
TeRP	0.9978	He then presented to Mass. Mental Health Center where he was ruled out for an myocardial infarction by enzymes and electrocardiograms .	enzymes	[TEST]	103_110	an myocardial infarction	[PROBLEM]	75_99
TeRP	0.9987	05-14- Urine culture : no growth to date	urine culture	[TEST]	7_20	growth	[PROBLEM]	26_32
TrAP	0.9987	The patient was switched to ampicillin , gentamicin , and clindamycin , according to the culture , Enterococci and Staphylococcus in the wound .	clindamycin	[TREATMENT]	58_69	staphylococcus	[PROBLEM]	115_129
TeRP	0.9325	The patient did have an evaluation of electrocardiogram done by Cardiology which was negative and had laboratory results for rule out myocardial infarction which were also negative .	electrocardiogram	[TEST]	38_55	myocardial infarction	[PROBLEM]	134_155
PIP	0.9995	Proceed to the ER/EW/Monica if your wound becomes red , swollen , warm , or produces pus .	your wound	[PROBLEM]	31_41	warm	[PROBLEM]	66_70
TeCP	0.9909	Titers for CMV and Epstein-Barr virus were sent and a titer for toxoplasma was sent .	titers	[TEST]	0_6	epstein-barr virus	[PROBLEM]	19_37
TeRP	0.9989	Urinalysis revealed trace microscopic hematuria with 47 red blood cells per high powered field , 1+ bacteria .	urinalysis	[TEST]	0_10	1+ bacteria	[PROBLEM]	97_108
TeRP	0.9987	This stress test , although complicated by hypotension again , to the 60 &apos;s or 70 &apos;s was completed and there was some mild anterior septal thinning , but no evidence of ischemia and an EF from this test was 76% .	this stress test	[TEST]	0_16	some mild anterior septal thinning	[PROBLEM]	123_157
TrAP	0.9990	The patient is on Nortriptyline for depression .	nortriptyline	[TREATMENT]	18_31	depression	[PROBLEM]	36_46
TeRP	0.9989	She was was seen at Hallmark Health System heme / on clinic 10-09 and had repeat CT scan which revealed metastatic cholangiocarcinoma with mets to the ovaries , with tremendous increase in metastatic disease .	repeat ct scan	[TEST]	74_88	metastatic cholangiocarcinoma	[PROBLEM]	104_133
PIP	0.9996	There was no significant change in size of the subacute pontine hemorrhage .	the subacute pontine hemorrhage	[PROBLEM]	43_74	significant change in size	[PROBLEM]	13_39
PIP	0.9996	The stabbing , sharp pain that she occasionally has on the left chest wall was significantly diminished and she also noticed periods of time when she did not have any of that pain .	that pain	[PROBLEM]	170_179	the stabbing , sharp pain	[PROBLEM]	0_25
TrAP	0.9991	Given the patient had an out of hospital arrest , remained unresponsive despite hemodynamic stability , he was treated with induced hypothermia and with cold packs and a cooling blanket were placed with goals of reducing his core body temperature to 32 degrees Celsius for a period of twelve hours at which point he would be rewarmed over the subsequent six hours .	induced hypothermia	[TREATMENT]	124_143	unresponsive	[PROBLEM]	59_71
TrAP	0.9981	ECASA ( ASPIRIN ENTERIC COATED ) 81 MG PO QD LEVOXYL ( LEVOTHYROXINE SODIUM ) 25 MCG PO QD SYNAREL ( NAFARELIN ACETATE ) 1 PUFF NA BID NITROGLYCERIN 1/150 ( 0.4 MG ) 1 TAB SL Q5MIN X 3 doses PRN Chest Pain MULTIVITAMIN THERAPEUTIC ( THERAPEUTIC MULTIVI ... ) 1 TAB PO QD	nitroglycerin	[TREATMENT]	135_148	chest pain	[PROBLEM]	195_205
TeRP	0.9990	A non contrast head CT scan was obtained and CT revealed severe cerebral edema with thalamic mid brain , pons , medullar low attenuation , diffuse cerebral edema , loss of gray white matter differentiation .	ct	[TEST]	45_47	thalamic mid brain , pons , medullar low attenuation	[PROBLEM]	84_136
TeRP	0.9988	Positive findings of physical examination include chicken pox lesions on thorax , sunken eyes , thick nasal discharge , dry lips , tongue and mucous membranes , red tonsils .	physical examination	[TEST]	21_41	thick nasal discharge	[PROBLEM]	96_117
TrAP	0.9990	The patient is thus stage IV endometrial and stage III-C ovarian vs metastatic endometrial for line II , cycle I chemotherapy IFEX , MESNA and VP-16 .	vp-16	[TREATMENT]	143_148	stage iii-c ovarian	[PROBLEM]	45_64
PIP	0.9997	Pathology revealed poorly differentiated squamous cell carcinoma of the cervix with spots of vaginal margins and metastatic squamous cell carcinoma in the cardinal ligaments with extensive lymphatic invasion .	poorly differentiated squamous cell carcinoma of the cervix	[PROBLEM]	19_78	metastatic squamous cell carcinoma in the cardinal ligaments	[PROBLEM]	113_173
TeRP	0.9986	On detailed review of systems , she admitted to one episode of urinary incontinence .	detailed review of systems	[TEST]	3_29	urinary incontinence	[PROBLEM]	63_83
TrAP	0.9928	The Ticarcillin was stopped after two days when it was felt that he did not have a serious pneumonia .	the ticarcillin	[TREATMENT]	0_15	a serious pneumonia	[PROBLEM]	81_100
TrAP	0.9987	COLACE ( DOCUSATE SODIUM ) 100 MG PO BID IBUPROFEN 600 MG PO Q6H PRN PAIN ALDOMET ( METHYLDOPA ) 250 MG PO BID PERCOCET 1-2 TAB PO Q4H PRN PAIN	percocet	[TREATMENT]	111_119	pain	[PROBLEM]	139_143
TeRP	0.9988	Two days after this event , she underwent an echocardiogram which was significant for slightly depressed left ventricular systolic function with severe posterior wall hypokinesis .	an echocardiogram	[TEST]	42_59	slightly depressed left ventricular systolic function	[PROBLEM]	86_139
TrAP	0.9893	3) Tylenol # 3 tablets rather than Percocet , 1-2 tablets p.o. q.4-6h. p.r.n. pain .	percocet	[TREATMENT]	35_43	pain	[PROBLEM]	78_82
TrAP	0.9988	The patient was instructed to followup with her internist regarding further evaluation of her hypertension , and should be assessed regarding further management , as an inpatient , or while receiving chemotherapy .	further management	[TREATMENT]	142_160	her hypertension	[PROBLEM]	90_106
TeRP	0.9987	Electrocardiogram revealed Q-waves in leads II , III and AVF .	electrocardiogram	[TEST]	0_17	q-waves in leads ii , iii and avf	[PROBLEM]	27_60
TrAP	0.9986	Placed on Reynolds/vanc/fluc/gentamicin for neutropenic fever and thrush initially .	reynolds/vanc/fluc/gentamicin	[TREATMENT]	10_39	thrush	[PROBLEM]	66_72
PIP	0.9997	Aspiration pneumonia bilateral , multiple strokes , chronic atrial fibrillation , prostatic hypertrophy with gross hematuria .	gross hematuria	[PROBLEM]	109_124	prostatic hypertrophy	[PROBLEM]	82_103
TeRP	0.9987	CXR , LP , UA and abdominal CT showed no sign of infection .	lp	[TEST]	6_8	infection	[PROBLEM]	49_58
PIP	0.9996	Patient experienced acute renal failure on chronic renal insufficiency , with previous baseline creatinine 1.6 , felt to be due to medication toxicity , requiring Kayexalate and Phoslo to manage electrolytes , but never any need for hemodialysis , with mild improvement of creatinine by discharge , with peak creatinine 3.4 , discharge creatinine 2.6 .	acute renal failure	[PROBLEM]	20_39	medication toxicity	[PROBLEM]	131_150
PIP	0.9996	He had recurrent pain and went to the Catheter Laboratory where a proximal right coronary artery lesion was angioplastied .	a proximal right coronary artery lesion	[PROBLEM]	64_103	recurrent pain	[PROBLEM]	7_21
PIP	0.9997	Once on the floor , the patient had one episode of afib w/ RVR that responded immediately to IV metoprolol .	afib	[PROBLEM]	51_55	rvr	[PROBLEM]	59_62
TrNAP	0.9602	He was seen by the vascular surgery who felt that he is too medically sick and malnourished to have surgery at this time .	surgery	[TREATMENT]	100_107	malnourished	[PROBLEM]	79_91
TeRP	0.9989	During this admission , two CT scans had shown a question of an enlargement of the head of his pancreas	two ct scans	[TEST]	24_36	an enlargement of the head of his pancreas	[PROBLEM]	61_103
TrAP	0.9990	COPD with 2 liters dependence of home 02 .	home 02	[TREATMENT]	33_40	copd	[PROBLEM]	0_4
TrAP	0.9986	54 yo F with Crohn 's disease s/p ileostomy with subsequent short gut syndrome with port-o-cath for TPN presents with acute onset pleuritic chest pain with fever , chills , and sob .	tpn	[TREATMENT]	100_103	short gut syndrome	[PROBLEM]	60_78
TrAP	0.9978	The patient was also treated initially with amphotericin-B and then with fluconazole for a computerized tomography guided aspirate of a small fluid collection around his pancreas , which grew Candida albicans .	amphotericin-b	[TREATMENT]	44_58	candida albicans	[PROBLEM]	192_208
TeRP	0.9989	RUQ U/s demonstrated multiple small gallstones with sludges without evidence of pericholecystic fluid or significant dilatation of the gallbladder .	ruq u/s	[TEST]	0_7	significant dilatation of the gallbladder	[PROBLEM]	105_146
TeCP	0.9747	The patient was also treated initially with amphotericin-B and then with fluconazole for a computerized tomography guided aspirate of a small fluid collection around his pancreas , which grew Candida albicans .	a computerized tomography guided aspirate	[TEST]	89_130	a small fluid collection around his pancreas	[PROBLEM]	134_178
TeCP	0.9858	The patient was a 71 year old white female with a history of carcinoid lung cancer who presented for evaluation of a tracheoesophageal fistula .	evaluation	[TEST]	101_111	a tracheoesophageal fistula	[PROBLEM]	115_142
PIP	0.9997	The finding was most consistent with metastatic disease and less likely primary CNS neoplasm such as glioblastoma .	glioblastoma	[PROBLEM]	101_113	primary cns neoplasm	[PROBLEM]	72_92
PIP	0.9996	1. Interval development of a moderate amount of hemorrhage within the right pleural effusion .	hemorrhage	[PROBLEM]	48_58	the right pleural effusion	[PROBLEM]	66_92
TrAP	0.9992	For all these infections , the patient was treated with Vancomycin and he was also on Levofloxacin and Flagyl for presumed aspiration pneumonia at the time of his admission .	vancomycin	[TREATMENT]	56_66	these infections	[PROBLEM]	8_24
TeRP	0.9989	Incidentally , an aortogram during the catheterization revealed a Debakey class I aortic ascending aneurysm , and the patient had a pulmonary capillary wedge pressure of 20 at the time of catheterization .	an aortogram	[TEST]	15_27	a debakey class i aortic ascending aneurysm	[PROBLEM]	64_107
TeRP	0.9989	Based on a chest x-ray that showed a small hydro-pneumothorax on the left lower lobe of the lung , a thoracic surgery consult was obtained , though no specific interventions were warranted at the time .	a chest x-ray	[TEST]	9_22	a small hydro-pneumothorax on the left lower lobe	[PROBLEM]	35_84
TeRP	0.9988	Postoperative day one the chest x-ray showed a collapsed left upper lobe .	the chest x-ray	[TEST]	22_37	a collapsed left upper lobe	[PROBLEM]	45_72
